Zafra-Semana,Ingenio,Zafra,Semana,CAÑA CONTRATADA CORTE MANUAL (TON),CAÑA CONTRATADA COSECHA MEC (TON),CAÑA DE OTROS INGENIOS (TON),CAÑA LIBRE (NO CONTRATADA) (TON),CAÑA MOLIDA BRUTA TOTAL (TON),CAÑA UTILIZADA PARA SEMILLA (TON),CAÑA ENVIADA A OTROS INGENIOS (TON),CAÑA DESTINADA A OTROS FINES (TON),TOTAL CAÑA COSECHADA (TON),TOTAL CAÑA COSECHADA (HA),CAÑA MOLIDA NO PROGRAMADA (TON)
202020,Central La Providencia,2020,20,166525.99,0,0,72861.92,239387.91,607.5,1189.58,10562.401,251747.391,4512.465,6242.12
202021,Central La Providencia,2020,21,189345.89,0,0,86401.39,275747.28,607.5,1189.58,10753.286,288297.646,5413.386,7092.95
202022,Central La Providencia,2020,22,213531.12,0,0,100768.97,314300.09,607.5,1189.58,14334.666,330431.836,6356.634,8751.46
202023,Central La Providencia,2020,23,240266.52,0,0,110036.07,350302.59,607.5,1189.58,14715.219,366814.889,7248.998,10024.6
202024,Central La Providencia,2020,24,265711.42,0,0,120129.81,385841.23,753.9,1189.58,19429.57,407214.28,8228.135,11688.38
202025,Central La Providencia,2020,25,292028.8,0,0,127799.49,419828.29,753.9,1189.58,21165.464,442937.234,9282.62,12511.68
202026,Central La Providencia,2020,26,317273.85,0,0,134685.16,451959.01,753.9,1189.58,21349.981,475252.471,10181.42,12662.04
202027,Central La Providencia,2020,27,341162.22,0,0,142994.22,484156.44,753.9,1189.58,23515.357,509615.277,11315.275,12662.04
202028,Central La Providencia,2020,28,356416.76,0,0,150960.82,507377.58,1125.47,1189.58,38132.919,547825.549,12434.057,12662.04
202029,Central La Providencia,2020,29,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202030,Central La Providencia,2020,30,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202031,Central La Providencia,2020,31,1064736.259,211.71,0,50838.06,1115786.029,8316.473,2636.2,107255.155,1233993.856,22536.682,60622.742
202032,Central La Providencia,2020,32,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202033,Central La Providencia,2020,33,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202034,Central La Providencia,2020,34,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202035,Central La Providencia,2020,35,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202036,Central La Providencia,2020,36,322731.78,576924.88,10597.56,0,910254.22,54000,20208.56,0,984462.78,17395,0
202037,Central La Providencia,2020,37,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202038,Central La Providencia,2020,38,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202039,Central La Providencia,2020,39,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202040,Central La Providencia,2020,40,359376.33,0,799.28,156028.8,516204.41,1355.361,1189.58,46433.989,565183.34,13101.289,12662.04
202015,Central Motzorongo,2020,15,179984.42,0,3585.57,0,183569.99,0,0,0,183569.99,2709.16,0
202016,Central Motzorongo,2020,16,244670.91,0,3585.57,0,248256.48,11365,0,0,259621.48,3918.923,0
202017,Central Motzorongo,2020,17,316531.34,0,3585.57,0,320116.91,11977.6,0,0,332094.51,5007.657,0
202018,Central Motzorongo,2020,18,352359.64,0,8120.54,0,360480.18,12271.6,0,0,372751.78,5733.643,0
202019,Central Motzorongo,2020,19,421788.47,0,8120.54,0,429909.01,13398.4,0,0,443307.41,6835.819,0
202020,Central Motzorongo,2020,20,493886.6,0,11404.57,0,505291.17,13727.4,0,0,519018.57,8125.235,0
202021,Central Motzorongo,2020,21,560395.3,0,11404.57,0,571799.87,13727.4,0,0,585527.27,9234.01,0
202022,Central Motzorongo,2020,22,629857.13,0,11404.57,0,641261.7,13727.4,0,0,654989.1,10296.598,0
202023,Central Motzorongo,2020,23,696609.64,0,11404.57,0,708014.21,14146.2,0,0,722160.41,11242.053,0
202024,Central Motzorongo,2020,24,761774.25,0,11404.57,0,773178.82,14148.2,0,0,787327.02,12452.3,0
202025,Central Motzorongo,2020,25,827919.05,0,11404.57,0,839323.62,14148.2,0,0,853471.82,13606.317,0
202026,Central Motzorongo,2020,26,893429.58,0,11404.57,0,904834.15,14148.2,0,0,918982.35,14737.771,0
20201,Central Progreso,2020,1,0,0,0,0,0,6812.5,0,0,6812.5,0,0
20202,Central Progreso,2020,2,0,0,0,0,0,6812.5,0,0,6812.5,0,0
20203,Central Progreso,2020,3,0,0,0,0,0,7185,0,0,7185,0,0
20204,Central Progreso,2020,4,0,0,0,0,0,8655,0,0,8655,0,0
20205,Central Progreso,2020,5,0,0,0,0,0,9417.5,0,0,9417.5,0,0
20206,Central Progreso,2020,6,0,0,0,0,0,10597.5,0,0,10597.5,0,0
20207,Central Progreso,2020,7,0,0,0,0,0,11745,0,0,11745,0,0
20208,Central Progreso,2020,8,0,0,0,0,0,11745,0,0,11745,0,0
20209,Central Progreso,2020,9,0,0,0,0,0,11745,0,0,11745,0,0
202010,Central Progreso,2020,10,0,0,0,0,0,12027.5,0,0,12027.5,0,0
202011,Central Progreso,2020,11,0,0,0,0,0,12545,0,0,12545,0,0
202012,Central Progreso,2020,12,43775.15,0,0,2418.74,46193.89,3155.16,0,0,49349.05,702.23,1359.43
202013,Central Progreso,2020,13,71258,0,0,0,71258,12545,0,55,83858,1489.235,137.86
202015,Central Progreso,2020,15,0,0,0,0,0,5535.5,0,0,5535.5,0,0
202016,Central Progreso,2020,16,0,0,0,0,0,5535.5,0,0,5535.5,0,0
202017,Central Progreso,2020,17,37975,0,0,0,37975,5535.5,0,135,43645.5,975.548,0
202018,Central Progreso,2020,18,71675,0,0,0,71675,5535.5,0,400,77610.5,1667.702,0
202019,Central Progreso,2020,19,103125,0,0,0,103125,5535.5,0,1359,110019.5,2677.987,0
202020,Central Progreso,2020,20,131570,0,0,0,131570,5535.5,0,1479,138584.5,3324.947,0
202021,Central Progreso,2020,21,163750,0,0,0,163750,5535.5,0,3546,172831.5,4648.122,72.3
202022,Central Progreso,2020,22,197575,0,0,0,197575,5535.5,0,3956,207066.5,5483.409,72.3
202023,Central Progreso,2020,23,233200,0,0,0,233200,5535.5,0,7963,246698.5,6966.95,72.3
202024,Central Progreso,2020,24,264450,0,0,0,264450,5535.5,0,8069,278054.5,7795.505,72.3
202025,Central Progreso,2020,25,304150,0,0,0,304150,5535.5,0,12755,322440.5,9235.869,170.82
202026,Central Progreso,2020,26,338613,0,0,0,338613,5535.5,0,14109,358257.5,10108.904,170.82
202027,Central Progreso,2020,27,369400,0,0,0,369400,5535.5,0,17726,392661.5,11158.186,170.82
202028,Central Progreso,2020,28,369400,0,0,0,369400,5535.5,0,17726,392661.5,0,170.82
202029,Central Progreso,2020,29,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202030,Central Progreso,2020,30,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202031,Central Progreso,2020,31,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202032,Central Progreso,2020,32,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202033,Central Progreso,2020,33,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202034,Central Progreso,2020,34,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202035,Central Progreso,2020,35,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202036,Central Progreso,2020,36,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202037,Central Progreso,2020,37,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202038,Central Progreso,2020,38,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202039,Central Progreso,2020,39,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202040,Central Progreso,2020,40,409547.5,0,0,0,409547.5,5535.5,0,31832,446915,13273.23,170.82
202046,Central Progreso,2020,46,0,0,0,0,0,70,0,0,70,0,0
202047,Central Progreso,2020,47,0,0,0,0,0,70,0,0,70,0,0
202048,Central Progreso,2020,48,0,0,0,0,0,160,0,0,160,0,0
202049,Central Progreso,2020,49,0,0,0,0,0,160,0,0,160,0,0
202050,Central Progreso,2020,50,0,0,0,0,0,160,0,0,160,0,0
202051,Central Progreso,2020,51,0,0,0,0,0,160,0,0,160,0,0
202052,Central Progreso,2020,52,0,0,0,0,0,160,0,0,160,0,0
20201,Central San Miguelito,2020,1,0,0,0,0,0,676.2,0,0,676.2,0,0
20202,Central San Miguelito,2020,2,0,0,0,0,0,688.56,0,0,688.56,0,0
20203,Central San Miguelito,2020,3,0,0,0,0,0,825.96,0,0,825.96,0,0
20204,Central San Miguelito,2020,4,0,0,0,0,0,930.24,0,0,930.24,0,0
20205,Central San Miguelito,2020,5,0,0,0,0,0,1088.04,0,0,1088.04,0,0
20206,Central San Miguelito,2020,6,0,0,0,0,0,1129.44,0,0,1129.44,0,0
20207,Central San Miguelito,2020,7,0,0,0,0,0,1146.72,0,0,1146.72,0,0
20208,Central San Miguelito,2020,8,0,0,0,0,0,1240.68,0,0,1240.68,0,0
20209,Central San Miguelito,2020,9,0,0,0,0,0,1240.68,0,0,1240.68,0,0
202010,Central San Miguelito,2020,10,0,0,0,0,0,1240.68,0,0,1240.68,0,0
202011,Central San Miguelito,2020,11,15276.12,705.83,0,7008.82,22990.77,1240.68,0,0,24231.45,305.123,0
202012,Central San Miguelito,2020,12,30238.86,1223.92,0,14413.97,45876.75,1240.68,0,14413.97,61531.4,801.984,0
202013,Central San Miguelito,2020,13,44454.966,1417.38,882.94,19776.334,66531.62,1240.68,0,1368.66,69140.96,920.179,0
202015,Central San Miguelito,2020,15,66756.03,1861.67,574.81,0,69192.51,809.52,0,1776.03,71778.06,1007.355,0
202016,Central San Miguelito,2020,16,81465.66,3025.63,1525.2,5492.19,91508.68,809.52,0,3112.88,95431.08,1344.795,0
202017,Central San Miguelito,2020,17,94016.57,3025.63,1525.2,14805.7,113373.1,809.52,0,7966.83,122149.45,1709.541,0
202018,Central San Miguelito,2020,18,100587.09,3025.63,1525.2,21345.49,126483.41,809.52,0,9028.64,136321.57,1912.114,0
202019,Central San Miguelito,2020,19,111092.67,3025.63,1525.2,29989.68,145633.18,809.52,0,13487.47,159930.17,2314.421,0
202020,Central San Miguelito,2020,20,127748.71,3025.63,1525.2,33189.12,165488.66,809.52,0,19127.61,185425.79,2991.563,0
202021,Central San Miguelito,2020,21,141108.15,3025.63,1525.2,36431.35,182090.33,809.52,0,22196.8,205096.65,3304.631,0
202022,Central San Miguelito,2020,22,158762.21,3025.63,1525.2,39978.06,203291.1,881.76,0,24850.2,229023.06,3650.582,0
202023,Central San Miguelito,2020,23,175383.35,3025.63,1525.2,42425.26,222359.44,916.2,0,27187.46,250463.1,4014.256,0
202024,Central San Miguelito,2020,24,190453.43,3025.63,1525.2,46726.47,241730.73,916.2,0,27187.46,269834.39,4332.325,0
202025,Central San Miguelito,2020,25,208839.99,3025.63,1525.2,48250.08,261640.9,1002.72,0,31676.56,294320.18,4715.034,0
202026,Central San Miguelito,2020,26,224765.87,3025.63,1525.2,52382.5,281699.2,2014.08,0,32224.3,315937.58,5081.699,0
202028,Central San Miguelito,2020,28,255353.96,3133.67,1525.2,61172.66,321185.49,1050.48,0,34907.89,357143.86,5739.041,0
202029,Central San Miguelito,2020,29,265598.8,3154.49,3008.13,67605.83,339367.25,1050.48,0,36479.29,376897.02,6063.856,0
202030,Central San Miguelito,2020,30,278028.46,4419.13,3008.13,72313.25,357768.97,1050.48,0,38706.04,397525.49,6453.138,0
202031,Central San Miguelito,2020,31,289841.16,5416.25,3008.13,78427.53,376693.07,1050.48,0,40006.09,417749.64,6715.516,0
202032,Central San Miguelito,2020,32,299538.22,6156.82,4807.73,85380.82,395883.59,1050.48,0,42547.59,439481.66,7048.26,0
202033,Central San Miguelito,2020,33,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202034,Central San Miguelito,2020,34,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202035,Central San Miguelito,2020,35,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202036,Central San Miguelito,2020,36,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202037,Central San Miguelito,2020,37,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202038,Central San Miguelito,2020,38,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202039,Central San Miguelito,2020,39,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202040,Central San Miguelito,2020,40,303850.2,6695.1,16232.98,90279.31,417057.59,1050.48,0,43668.97,461777.04,7245.044,0
202045,Central San Miguelito,2020,45,0,0,0,0,0,268.68,0,0,268.68,0,0
202046,Central San Miguelito,2020,46,0,0,0,0,0,268.68,0,0,268.68,0,0
202047,Central San Miguelito,2020,47,0,0,0,0,0,268.68,0,0,268.68,0,0
202048,Central San Miguelito,2020,48,0,0,0,0,0,347.88,0,0,347.88,0,0
202049,Central San Miguelito,2020,49,0,0,0,0,0,375.72,0,0,375.72,0,0
202050,Central San Miguelito,2020,50,0,0,0,0,0,442.68,0,0,442.68,0,0
202051,Central San Miguelito,2020,51,0,0,0,0,0,645.96,0,0,645.96,0,0
202052,Central San Miguelito,2020,52,0,0,0,0,0,645.96,0,0,645.96,0,0
20201,CIASA (Cuatotolapam),2020,1,0,0,0,0,0,15334,0,0,15334,0,0
20202,CIASA (Cuatotolapam),2020,2,0,0,0,0,0,16599,0,0,16599,0,0
20203,CIASA (Cuatotolapam),2020,3,0,0,0,0,0,17710,0,0,17710,0,0
20204,CIASA (Cuatotolapam),2020,4,0,0,0,0,0,19382,0,0,19382,0,0
20205,CIASA (Cuatotolapam),2020,5,0,0,0,0,0,21956,0,0,21956,0,0
20206,CIASA (Cuatotolapam),2020,6,0,0,0,0,0,23254,0,0,23254,0,0
20207,CIASA (Cuatotolapam),2020,7,0,0,0,0,0,23837,0,0,23837,0,0
20208,CIASA (Cuatotolapam),2020,8,0,0,0,0,0,24464,0,0,24464,0,0
20209,CIASA (Cuatotolapam),2020,9,0,0,0,0,0,24992,0,0,24992,0,0
202011,CIASA (Cuatotolapam),2020,11,8234.23,2650.75,0,345.02,11230,25476,0,0,36706,720.539,0
202012,CIASA (Cuatotolapam),2020,12,32048.25,6655.56,0,1196.19,39900,25487,0,0,65387,1252.793,0
202013,CIASA (Cuatotolapam),2020,13,79422.75,17273.86,0,2063.39,98760,26015,0,0,124775,2428.15,0
202015,CIASA (Cuatotolapam),2020,15,98086.78,23419.11,0,10384.15,131890.04,23100,0,0,154990.04,3296.101,0
202016,CIASA (Cuatotolapam),2020,16,121899.66,29886.39,0,11723.95,163510,23100,0,0,186610,3914.688,0
202017,CIASA (Cuatotolapam),2020,17,140785.42,36352.58,0,21042,198180,23100,0,0,221280,4628.498,0
202018,CIASA (Cuatotolapam),2020,18,157067.19,40660.42,0,23672.39,221400,23100,0,0,244500,5121.301,0
202019,CIASA (Cuatotolapam),2020,19,180054.78,48000.22,0,29305,257360,23100,0,0,280460,5776.459,0
202020,CIASA (Cuatotolapam),2020,20,203897.27,53663.73,0,32409,289970,23100,0,0,313070,6388.1,0
202021,CIASA (Cuatotolapam),2020,21,228836.49,60121.51,0,35772,324730,23650,0,0,348380,7157.363,0
202022,CIASA (Cuatotolapam),2020,22,248038.76,66620.24,0,41221,355880,23650,0,0,379530,7775.219,0
202023,CIASA (Cuatotolapam),2020,23,271553.44,74588.56,0,46648,392790,23738,0,0,416528,8566.088,0
202024,CIASA (Cuatotolapam),2020,24,294494.16,83587.84,0,52188,430270,23738,0,0,454008,9355.425,0
202025,CIASA (Cuatotolapam),2020,25,319093.75,92384.25,0,58422,469900,23738,0,0,493638,10114.139,0
202026,CIASA (Cuatotolapam),2020,26,341001.87,98595.13,0,64383,503980,23738,0,0,527718,10870.206,0
202027,CIASA (Cuatotolapam),2020,27,357230.21,107356.79,0,71273,535860,23738,0,0,559598,11471.849,0
202028,CIASA (Cuatotolapam),2020,28,377138.9,117693.1,0,77868,572700,23738,0,0,596438,12214.134,0
202029,CIASA (Cuatotolapam),2020,29,392143.56,128783.44,0,84533,605460,23738,0,0,629198,12876.594,0
202030,CIASA (Cuatotolapam),2020,30,407551.03,137614.97,0,89854,635020,23738,0,0,658758,13609.116,0
202031,CIASA (Cuatotolapam),2020,31,426246.02,147097.98,0,93616,666960,23738,0,0,690698,14307.711,0
202032,CIASA (Cuatotolapam),2020,32,445877.84,155500.16,0,96112,697490,23738,0,0,721228,15068.947,0
202033,CIASA (Cuatotolapam),2020,33,464211.77,162232.23,0,97966,724410,23738,0,0,748148,15784.348,0
202034,CIASA (Cuatotolapam),2020,34,487700.96,168524.04,0,99395,755620,24442,0,0,780062,16394.331,0
202035,CIASA (Cuatotolapam),2020,35,501052.026,180444.974,0,107483,788980,24442,0,0,813422,17027.328,0
202037,CIASA (Cuatotolapam),2020,37,509118.746,190999.034,0,114888,815005.78,24442,0,0,839447.78,17297.318,0
202038,CIASA (Cuatotolapam),2020,38,509118.746,190999.034,0,114888,815005.78,24442,0,0,839447.78,17297.318,0
202039,CIASA (Cuatotolapam),2020,39,509118.746,190999.034,0,114888,815005.78,24442,0,0,839447.78,17297.318,0
202040,CIASA (Cuatotolapam),2020,40,509118.746,190999.034,0,114888,815005.78,24442,0,0,839447.78,17297.318,0
202047,CIASA (Cuatotolapam),2020,47,0,0,0,0,0,8910,0,0,8910,0,0
202049,CIASA (Cuatotolapam),2020,49,0,0,0,0,0,10494,0,0,10494,0,0
202050,CIASA (Cuatotolapam),2020,50,0,0,0,0,0,11407,0,0,11407,0,0
202051,CIASA (Cuatotolapam),2020,51,0,0,0,0,0,12375,0,0,12375,0,0
202052,CIASA (Cuatotolapam),2020,52,0,0,0,0,0,13365,0,0,13365,0,0
202053,CIASA (Cuatotolapam),2020,53,0,0,0,0,0,14069,0,0,14069,0,0
20207,Constancia,2020,7,1563.34,71.28,0,0,1634.62,0,0,0,1634.62,0,0
20208,Constancia,2020,8,22468.59,462.34,0,0,22930.93,0,0,0,22930.93,0,0
20209,Constancia,2020,9,55891.87,1971.27,0,0,57863.14,0,0,0,57863.14,0,0
202010,Constancia,2020,10,84386.24,5635.57,0,2956.78,92978.59,0,0,0,92978.59,1432.555,0
202011,Constancia,2020,11,118330.98,10325.93,0,4240.11,132897.02,0,0,0,132897.02,2154.977,0
202012,Constancia,2020,12,148775.19,15489.29,0,5955.43,170219.91,0,0,0,170219.91,2752.418,0
202013,Constancia,2020,13,181855.44,18917.02,0,8128.14,208900.6,0,0,0,208900.6,4164.726,0
202015,Constancia,2020,15,41256.4,8047.4,0,0,49303.8,0,110.5,0,49414.3,822.482,0
202016,Constancia,2020,16,75751.92,12612.14,0,0,88364.06,0,110.5,0,88474.56,1542.574,0
202017,Constancia,2020,17,112037.11,16647.85,725.27,0,129410.23,2554,110.5,0,132074.73,2240.275,0
202018,Constancia,2020,18,130237.51,20926.32,725.27,0,151889.1,2554,110.5,0,154553.6,2601.908,0
202019,Constancia,2020,19,163894.42,28714.19,725.27,0,193333.88,2554,110.5,0,195998.38,3213.464,0
202020,Constancia,2020,20,189553.89,36320.93,725.27,0,226600.09,2554,706.9,0,229860.99,3793.246,0
202021,Constancia,2020,21,221580.14,43539.69,725.27,0,265845.1,2554,706.9,0,269106,4479.311,0
202022,Constancia,2020,22,254941.91,49911.52,725.27,0,305578.7,2554,706.9,0,308839.6,5159.645,0
202023,Constancia,2020,23,285680.42,58229.71,725.27,0,344635.4,2554,706.9,0,347896.3,5834.59,0
202024,Constancia,2020,24,316507.38,65619.88,725.27,0,382852.53,2554,706.9,0,386113.43,6475.532,0
202025,Constancia,2020,25,347579.01,74002.53,725.27,0,422306.81,2554,706.9,0,425567.71,7178.719,0
202026,Constancia,2020,26,379326.08,79834.55,725.27,0,459885.9,2554,706.9,0,463146.8,7904.818,0
202027,Constancia,2020,27,412434.18,85486.51,725.27,0,498645.96,2554,706.9,0,501906.86,8582.095,0
202028,Constancia,2020,28,443352.79,91677.54,725.27,0,535755.6,2554,706.9,0,539016.5,9398.444,0
202029,Constancia,2020,29,465146.39,97410.8,725.27,0,563282.46,2554,1406.44,0,567242.9,10051.398,0
202030,Constancia,2020,30,494148.58,103078.12,725.27,0,597951.97,2554,1406.44,0,601912.41,10701.704,0
202032,Constancia,2020,32,546916.47,106998.74,725.27,0,654640.48,2614,706.9,0,657961.38,12044.531,0
202034,Constancia,2020,34,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
202035,Constancia,2020,35,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
202036,Constancia,2020,36,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
202038,Constancia,2020,38,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
202039,Constancia,2020,39,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
202040,Constancia,2020,40,518848.41,106868.43,30871.44,32323.87,688912.15,2614,706.9,1030.4,693263.45,12174.77,0
20209,El Higo,2020,9,50345.31,1595.98,0,0,51941.29,0,0,0,51941.29,547.036,0
202010,El Higo,2020,10,98997.48,10227.05,0,0,109224.53,0,0,0,109224.53,1193.491,0
202011,El Higo,2020,11,148414.83,22121.71,0,0,170536.54,0,0,0,170536.54,1881.408,0
202012,El Higo,2020,12,208987.05,31225.53,0,0,240212.58,0,0,0,240212.58,2833.811,0
202013,El Higo,2020,13,269192.03,48243.84,0,0,317435.87,0,0,0,317435.87,3775.744,0
202015,El Higo,2020,15,80362.59,23857.96,0,0,104220.55,25746.12,0,0,129966.67,2268.288,0
202016,El Higo,2020,16,127494.47,43521.85,0,0,171016.32,25746.12,0,0,196762.44,3374.774,0
202017,El Higo,2020,17,181169.96,55674.85,0,0,236844.81,25746.12,0,0,262590.93,4640.158,0
202018,El Higo,2020,18,208926.49,59889.38,0,0,268815.87,25746.12,0,0,294561.99,5514.562,0
202019,El Higo,2020,19,265712.9,74462.87,0,0,340175.77,25746.12,0,0,365921.89,6595.989,0
202020,El Higo,2020,20,300628.31,97531.82,0,0,398160.13,25746.12,0,0,423906.25,7609.381,0
202021,El Higo,2020,21,345891.65,113314.94,0,0,459206.59,25746.12,0,0,484952.71,8649.63,0
202022,El Higo,2020,22,392594.81,137469.4,0,0,530064.21,25746.12,0,0,555810.33,9720.542,0
202023,El Higo,2020,23,437745.21,157858.6,0,0,595603.81,25746.12,0,0,621349.93,10914.719,0
202024,El Higo,2020,24,488259.92,180587.99,0,0,668847.91,25746.12,0,0,694594.03,12384.76,0
202025,El Higo,2020,25,533242.54,201326.81,0,0,734569.35,25746.12,0,0,760315.47,13799.929,0
202026,El Higo,2020,26,579775.15,223536.09,0,0,803311.24,25746.12,0,0,829057.36,15347.592,0
202027,El Higo,2020,27,622087.72,248764.59,0,0,870852.31,25746.12,0,0,896598.43,16584.95,0
202028,El Higo,2020,28,664472.48,275648.12,0,0,940120.6,25746.12,0,0,965866.72,18173.297,0
202029,El Higo,2020,29,701695.17,305207.18,0,0,1006902.35,25746.12,0,0,1032648.47,19887.113,0
202030,El Higo,2020,30,734452.42,328066.12,0,0,1062518.54,25746.12,0,0,1088264.66,21245.676,0
202031,El Higo,2020,31,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202032,El Higo,2020,32,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202033,El Higo,2020,33,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202034,El Higo,2020,34,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202035,El Higo,2020,35,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202036,El Higo,2020,36,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202037,El Higo,2020,37,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202038,El Higo,2020,38,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202039,El Higo,2020,39,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
202040,El Higo,2020,40,763788.82,346152.82,0,0,1109941.64,25746.12,0,0,1135687.76,24078.506,0
20202,El Modelo,2020,2,0,0,0,0,0,2962.5,0,0,2962.5,0,0
20203,El Modelo,2020,3,0,0,0,0,0,2962.5,0,0,2962.5,0,0
20204,El Modelo,2020,4,0,0,0,0,0,3972.5,0,0,3972.5,0,0
20205,El Modelo,2020,5,0,0,0,0,0,4482.5,0,0,4482.5,0,0
20206,El Modelo,2020,6,0,0,0,0,0,4755,0,0,4755,0,0
20207,El Modelo,2020,7,0,0,0,0,0,5235,0,0,5235,0,0
20208,El Modelo,2020,8,0,0,0,0,0,5662.5,0,0,5662.5,0,0
20209,El Modelo,2020,9,49260.83,6836.21,0,375.94,56472.98,1153,0,630,58255.98,529.592,3907.525
202010,El Modelo,2020,10,91707.23,11167.045,0,870.7,103744.975,1708,0,1545,106997.975,974.833,6526.46
202011,El Modelo,2020,11,132282.855,15036.925,0,956.11,148275.89,1868,0,1897,152040.89,1399.635,8876.08
202012,El Modelo,2020,12,176481.76,19466.465,0,1725.065,197673.29,2136,0,3747,203556.29,1878.347,16087.355
202013,El Modelo,2020,13,220621.025,22239.745,0,1899.03,244759.8,2186,0,3747,250692.8,2333.953,23830.32
202015,El Modelo,2020,15,202464.185,25445.11,0,3535.185,231444.48,2077,0,2038,235559.48,2498.51,7064.335
202016,El Modelo,2020,16,246773.385,30535.21,0,3775.405,281084,2527,0,3098,286709,3040.658,11435.88
202017,El Modelo,2020,17,280998.74,35983.66,0,3892.21,320874.61,2545,0,4268,327687.61,3515.325,15865.95
202018,El Modelo,2020,18,311070.525,39071.79,0,3974.06,354116.375,2645,0,6971,363732.375,3934.024,16725.56
202019,El Modelo,2020,19,353214.7,43980.575,0,4267.545,401462.82,2725,0,7571,411758.82,4488.625,18329.48
202020,El Modelo,2020,20,397807.54,50996.175,0,4600.435,453404.15,2925,0,9041,465370.15,5125.598,18994.62
202021,El Modelo,2020,21,432910.615,55267.155,0,5055.545,493233.315,2990,0,9881,506104.315,5654.259,20081.175
202022,El Modelo,2020,22,472815.535,61553.975,0,5574.35,539943.86,2990,0,11265,554198.86,6249.856,24093.03
202023,El Modelo,2020,23,511941.555,67542.15,0,6689.88,586173.585,3325,0,11863,601361.585,6889.253,28932.01
202024,El Modelo,2020,24,551792.695,72845.34,0,7447.265,632085.3,3590,0,15163,650838.3,7626.417,33362.5
202025,El Modelo,2020,25,593980.995,75948.88,0,8318.065,678247.94,3590,0,15309,697146.94,8252.07,36156.975
202026,El Modelo,2020,26,633850.86,77677.815,0,8681.545,720210.22,3660,0,17181,741051.22,8873.742,38305.86
