Zafra-Semana,Ingenio,Zafra,Semana,CAÑA CONTRATADA CORTE MANUAL (TON),CAÑA CONTRATADA COSECHA MEC (TON),CAÑA DE OTROS INGENIOS (TON),CAÑA LIBRE (NO CONTRATADA) (TON),CAÑA MOLIDA BRUTA TOTAL (TON),CAÑA UTILIZADA PARA SEMILLA (TON),CAÑA ENVIADA A OTROS INGENIOS (TON),CAÑA DESTINADA A OTROS FINES (TON),TOTAL CAÑA COSECHADA (TON),TOTAL CAÑA COSECHADA (HA),CAÑA MOLIDA NO PROGRAMADA (TON)
20175,Tamazula,2017,5,0,0,0,0,0,19871.76,0,0,19871.76,0,0
20176,Tamazula,2017,6,0,0,0,0,0,20450.76,0,0,20450.76,0,0
20177,Tamazula,2017,7,0,0,0,0,0,20572.2,0,0,20572.2,0,0
20178,Tamazula,2017,8,0,0,0,0,0,20686.2,0,0,20686.2,0,0
20179,Tamazula,2017,9,0,0,0,0,0,20733,0,0,20733,0,0
201710,Tamazula,2017,10,8877.866,35831.134,0,0,44709,20733,0,0,65442,1108.1,0
201711,Tamazula,2017,11,34421.587,61972.333,0,0,96393.92,21103.44,0,0,117497.36,1596.56,0
201712,Tamazula,2017,12,59305.887,82628.643,0,0,141934.53,21362.52,0,0,163297.05,2082.92,0
201713,Tamazula,2017,13,90785.898,106874.342,0,0,197660.24,21563.52,0,0,219223.76,2571.28,0
201714,Tamazula,2017,14,121880.99,128895.12,0,0,250776.11,21598.32,0,0,272374.43,2631.26,0
201715,Tamazula,2017,15,146994.827,140102.548,0,0,287097.375,188165.16,0,0,475262.535,4911.05,0
201716,Tamazula,2017,16,176899.796,164429.248,0,0,341329.044,20010,0,0,361339.044,5371.46,0
201717,Tamazula,2017,17,208664.933,185226.68,0,0,393891.613,20882.8,0,0,414774.413,5836.02,0
201718,Tamazula,2017,18,235410.861,203197.411,0,0,438608.272,22088.1,0,0,460696.372,6312.07,0
201719,Tamazula,2017,19,269248.629,218557.462,0,0,487806.091,22166.6,0,0,509972.691,6785.37,0
201720,Tamazula,2017,20,300283.156,240252.524,0,0,540535.68,23649.7,0,0,564185.38,7259.3,0
201721,Tamazula,2017,21,338756.238,252735.141,0,0,591491.379,24101.4,0,0,615592.779,7719.81,0
201722,Tamazula,2017,22,376759.912,260572.047,0,0,637331.959,24101.4,0,0,661433.359,8189.42,0
201723,Tamazula,2017,23,406226.415,282482.983,0,0,688709.398,24101.4,0,0,712810.798,8191.68,0
201724,Tamazula,2017,24,435694.413,297102.354,0,0,732796.767,24101.4,0,0,756898.167,8634.71,0
201725,Tamazula,2017,25,467694.754,316889.203,0,0,784583.957,24101.4,0,0,808685.357,9080.04,0
201726,Tamazula,2017,26,499242.136,336792.311,0,0,836034.447,24101.4,0,0,860135.847,9526.75,0
201727,Tamazula,2017,27,527984.752,356664.644,0,0,884649.396,24101.4,0,0,908750.796,9971.34,0
201728,Tamazula,2017,28,553582.355,375466.47,0,0,929048.825,24101.4,0,0,953150.225,10405.44,0
201729,Tamazula,2017,29,581724.136,393117.189,0,0,974841.325,24101.4,0,0,998942.725,10841.84,0
201730,Tamazula,2017,30,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201731,Tamazula,2017,31,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201732,Tamazula,2017,32,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201733,Tamazula,2017,33,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201734,Tamazula,2017,34,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201735,Tamazula,2017,35,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201736,Tamazula,2017,36,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201737,Tamazula,2017,37,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201738,Tamazula,2017,38,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201739,Tamazula,2017,39,621135.194,424047.85,0,0,1045183.044,24101.4,0,0,1069284.444,11495.39,0
201740,Tamazula,2017,40,621135.194,424047.85,0,0,1045183.044,24101.4,0,50327,1119611.444,12027.77,0
201741,Tamazula,2017,41,0,0,0,0,0,43.815,0,0,43.815,0,0
201742,Tamazula,2017,42,0,0,0,0,0,59.203,0,0,59.203,0,0
201743,Tamazula,2017,43,0,0,0,0,0,9712.32,0,0,9712.32,0,0
201744,Tamazula,2017,44,0,0,0,0,0,9935.52,0,0,9935.52,0,0
201745,Tamazula,2017,45,0,0,0,0,0,11094.6,0,0,11094.6,0,0
201746,Tamazula,2017,46,0,0,0,0,0,12131.52,0,0,12131.52,0,0
201747,Tamazula,2017,47,0,0,0,0,0,13045.56,0,0,13045.56,0,0
201748,Tamazula,2017,48,0,0,0,0,0,15885.96,0,0,15885.96,0,0
201749,Tamazula,2017,49,0,0,0,0,0,15885.96,0,0,15885.96,0,0
201750,Tamazula,2017,50,0,0,0,0,0,16469.28,0,0,16469.28,0,0
201751,Tamazula,2017,51,0,0,0,0,0,17392.44,0,0,17392.44,0,0
201752,Tamazula,2017,52,0,0,0,0,0,17854.44,0,0,17854.44,0,0
201715,Lázaro Cárdenas,2017,15,59220,0,0,0,59220,0,0,0,59220,717.15,0
201716,Lázaro Cárdenas,2017,16,72790,0,0,0,72790,0,0,0,72790,883.56,0
201717,Lázaro Cárdenas,2017,17,87440,0,0,0,87440,0,0,0,87440,1058.76,0
201718,Lázaro Cárdenas,2017,18,101170,0,0,0,101170,0,0,0,101170,1228,0
201719,Lázaro Cárdenas,2017,19,115650,0,0,0,115650,0,0,0,115650,1438.68,0
201720,Lázaro Cárdenas,2017,20,129035,0,0,0,129035,0,0,0,129035,1624.47,0
201721,Lázaro Cárdenas,2017,21,142440,0,0,0,142440,0,0,0,142440,1794.65,0
201722,Lázaro Cárdenas,2017,22,155530,0,0,0,155530,0,0,0,155530,1963.52,0
201723,Lázaro Cárdenas,2017,23,168650,0,0,0,168650,0,0,0,168650,2130.273,0
201724,Lázaro Cárdenas,2017,24,180855,0,0,0,180855,0,0,0,180855,2304.182,0
201725,Lázaro Cárdenas,2017,25,193110,0,0,0,193110,0,0,0,193110,2472.15,0
201726,Lázaro Cárdenas,2017,26,205180,0,0,0,205180,0,0,0,205180,2642.932,0
201727,Lázaro Cárdenas,2017,27,217070,0,0,0,217070,0,0,0,217070,2845.473,0
201728,Lázaro Cárdenas,2017,28,228370,0,0,0,228370,0,0,0,228370,3100.857,0
201729,Lázaro Cárdenas,2017,29,239370,0,0,0,239370,0,0,0,239370,3517.897,0
201730,Lázaro Cárdenas,2017,30,249610,0,0,0,249610,0,0,0,249610,3400.499,0
201731,Lázaro Cárdenas,2017,31,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201732,Lázaro Cárdenas,2017,32,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201733,Lázaro Cárdenas,2017,33,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201734,Lázaro Cárdenas,2017,34,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201735,Lázaro Cárdenas,2017,35,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201736,Lázaro Cárdenas,2017,36,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201737,Lázaro Cárdenas,2017,37,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201738,Lázaro Cárdenas,2017,38,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201739,Lázaro Cárdenas,2017,39,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201740,Lázaro Cárdenas,2017,40,260337.59,0,0,0,260337.59,0,0,0,260337.59,3717.43,0
201712,Pedernales,2017,12,17115.4,0,0,694.6,17810,215,0,0,18025,194.692,0
201713,Pedernales,2017,13,32029.8,0,0,1655.2,33685,252,0,0,33937,413.352,0
201714,Pedernales,2017,14,47848.6,0,0,2376.4,50225,252,0,0,50477,550.379,0
201715,Pedernales,2017,15,69934.67,0,0,2943.11,72877.78,0,0,0,72877.78,5312.28,0
201716,Pedernales,2017,16,86089.58,0,0,3508.09,89597.67,0,0,0,89597.67,5049.24,0
201717,Pedernales,2017,17,102755.03,0,0,4492.64,107247.67,0,0,0,107247.67,5070.44,0
201718,Pedernales,2017,18,120087.67,0,0,5200.94,125288.61,0,0,0,125288.61,5019.39,0
201719,Pedernales,2017,19,136833.13,0,0,6615.48,143448.61,0,0,0,143448.61,4527.77,0
201720,Pedernales,2017,20,153908.43,0,0,7760.23,161668.66,0,0,0,161668.66,4507.71,0
201721,Pedernales,2017,21,171737.78,0,0,8380.88,180118.66,0,0,0,180118.66,2091.68,0
201722,Pedernales,2017,22,188415.8,0,0,9732.86,198148.66,0,0,0,198148.66,2287.361,0
201723,Pedernales,2017,23,201918.45,0,0,10859.03,212777.48,0,0,0,212777.48,2452.432,0
201724,Pedernales,2017,24,218383.46,0,0,12272.51,230655.97,0,0,0,230655.97,2622.477,0
201725,Pedernales,2017,25,234597.33,0,0,13215.06,247812.39,0,0,0,247812.39,2830.634,0
201726,Pedernales,2017,26,251460.09,0,0,13667.37,265127.46,0,0,0,265127.46,2919.74,0
201727,Pedernales,2017,27,266754.38,0,0,14593.08,281347.46,0,0,0,281347.46,3204.635,0
201728,Pedernales,2017,28,282402.97,0,0,14999.49,297402.46,0,0,0,297402.46,3390.526,0
201729,Pedernales,2017,29,295921.44,0,0,15232.54,311153.98,0,0,0,311153.98,3534.903,0
201730,Pedernales,2017,30,309960.15,0,0,15495.28,325455.43,0,0,0,325455.43,3683.498,0
201731,Pedernales,2017,31,309960.15,0,0,15495.28,325455.43,0,0,0,325455.43,3683.498,0
201732,Pedernales,2017,32,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201733,Pedernales,2017,33,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201734,Pedernales,2017,34,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201735,Pedernales,2017,35,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201736,Pedernales,2017,36,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201737,Pedernales,2017,37,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201738,Pedernales,2017,38,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201739,Pedernales,2017,39,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201740,Pedernales,2017,40,325711.23,0,0,15922.52,341633.75,0,0,0,341633.75,4064.559,0
201715,Santa Clara,2017,15,69209.95,47710.02,0,0,116919.97,2599.9,0,0,119519.87,1359.46,0
201716,Santa Clara,2017,16,87698.77,59858.74,0,0,147557.51,2599.9,0,0,150157.41,1703.59,0
201717,Santa Clara,2017,17,106593.27,73062.64,0,0,179655.91,2718.9,0,0,182374.81,2688.46,0
201718,Santa Clara,2017,18,124962.63,87271.84,0,0,212234.47,3037.9,0,0,215272.37,2502.32,0
201719,Santa Clara,2017,19,144124.96,100595.32,0,0,244720.28,3732.9,0,0,248453.18,2896.28,0
201720,Santa Clara,2017,20,160678.44,114506.59,0,0,275185.03,4014.1,0,0,279199.13,3269.42,0
201721,Santa Clara,2017,21,180688.33,127505.34,0,0,308193.67,4679.1,0,0,312872.77,3677.57,0
201722,Santa Clara,2017,22,199788.64,140029.19,0,0,339817.83,5232.6,0,0,345050.43,4088.78,0
201723,Santa Clara,2017,23,219129.43,152894.71,0,0,372024.14,5908.5,0,0,377932.64,4506.51,0
201724,Santa Clara,2017,24,236650.79,164930.56,0,0,401581.35,6656.5,0,0,408237.85,4893.795,0
201725,Santa Clara,2017,25,256919.84,176499.6,0,0,433419.44,7001.5,0,0,440420.94,5290.735,0
201726,Santa Clara,2017,26,553464.56,375373.34,0,0,928837.9,15257,0,0,944094.9,11410.171,0
201727,Santa Clara,2017,27,589342.78,397106.94,0,0,986449.72,16585,0,0,1003034.72,12256.356,0
201728,Santa Clara,2017,28,618679.16,407529.66,0,0,1026208.82,18491,0,0,1044699.82,13598,0
201729,Santa Clara,2017,29,618679.16,407529.66,0,0,1026208.82,18491,0,0,1044699.82,13598,0
201730,Santa Clara,2017,30,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201731,Santa Clara,2017,31,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201732,Santa Clara,2017,32,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201733,Santa Clara,2017,33,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201734,Santa Clara,2017,34,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201735,Santa Clara,2017,35,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201736,Santa Clara,2017,36,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201737,Santa Clara,2017,37,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201738,Santa Clara,2017,38,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201739,Santa Clara,2017,39,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201740,Santa Clara,2017,40,309339.58,203764.83,0,0,513104.41,9245.5,0,0,522349.91,6799,0
201710,Central Casasano,2017,10,37921.13,0,0,0,37921.13,995.4,0,480.5,39397.03,360.982,0
201711,Central Casasano,2017,11,62459.73,0,0,0,62459.73,1544,0,495.5,64499.23,596.883,0
201712,Central Casasano,2017,12,88773.98,0,0,0,88773.98,1870.6,0,538.7,91183.28,819.516,0
201713,Central Casasano,2017,13,115004.49,68.94,0,0,115073.43,2039.2,0,538.7,117651.33,1041.566,2102
201714,Central Casasano,2017,14,141610.8,182.62,0,0,141793.42,2450,0,863,145106.42,1275.143,2676.48
201715,Central Casasano,2017,15,155395.335,0,0,0,155395.335,1877.1,0,851.84,158124.275,1349.57,3762.375
201716,Central Casasano,2017,16,179184.055,0,0,0,179184.055,2177.1,0,851.84,182212.995,1558.96,4916.275
201717,Central Casasano,2017,17,204153.495,0,0,0,204153.495,2619.74,0,927.84,207701.075,1762.97,9619.305
201718,Central Casasano,2017,18,227798.205,0,0,0,227798.205,3198.84,0,927.84,231924.885,1962.6,10109.605
201719,Central Casasano,2017,19,250024.975,1321.94,0,0,251346.915,3463.44,0,995.84,255806.195,2169.35,11706.555
201720,Central Casasano,2017,20,274162.715,2944.69,0,0,277107.405,4163.54,0,2835.32,284106.265,2412.05,12765.03
201721,Central Casasano,2017,21,298441.035,4614.42,0,0,303055.455,4585.04,0,3436.68,311077.175,2641.53,14868.51
201722,Central Casasano,2017,22,321587.995,5613.59,0,0,327201.585,5055.44,0,3879.18,336136.205,2851.12,19252.08
201723,Central Casasano,2017,23,344860.895,7066.79,0,0,351927.685,5420.44,0,3985.28,361333.405,3067.58,21069.37
201724,Central Casasano,2017,24,368661.865,8458.76,0,0,377120.625,5823.54,0,3985.28,386929.445,3291.102,22071.57
201725,Central Casasano,2017,25,389934.555,9351.61,0,0,399286.165,6850.94,0,4932.98,411070.085,3489.852,23009.67
201726,Central Casasano,2017,26,412295.485,10601.12,0,0,422896.605,7019.94,0,5166.58,435083.125,3704.649,23846.19
201727,Central Casasano,2017,27,435864.465,11810.29,0,0,447674.755,7163.94,0,5166.58,460005.275,3932.538,24418.77
201728,Central Casasano,2017,28,456209.645,13096.16,0,0,469305.805,7374.3,0,5194.48,481874.585,4150.169,26631.53
201729,Central Casasano,2017,29,477790.205,14170.35,0,0,491960.555,7559.3,0,5194.48,504714.335,4355.808,27221.24
201730,Central Casasano,2017,30,496708.915,15079.23,0,0,511788.145,7868.1,0,6439.8,526096.045,4570.695,30117.05
201731,Central Casasano,2017,31,518875.315,15961.22,0,0,534836.535,7928.1,0,6876.2,549640.835,4819.527,31723.49
201732,Central Casasano,2017,32,540816.805,17115.3,0,0,557932.105,8027.6,0,6916.8,572876.505,5062.328,32443.98
201733,Central Casasano,2017,33,563733.955,18071.53,0,0,581805.485,8225.9,0,6928.6,596959.985,5343.788,38745.54
201734,Central Casasano,2017,34,586823.985,18663.23,0,0,605487.215,8225.9,0,6984.3,620697.415,5607.893,40351.96
201735,Central Casasano,2017,35,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201736,Central Casasano,2017,36,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201737,Central Casasano,2017,37,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201738,Central Casasano,2017,38,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201739,Central Casasano,2017,39,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201740,Central Casasano,2017,40,600910.985,18803.03,0,0,619714.015,9818.1,0,7166,636698.115,5796.36,40393.14
201710,Emiliano Zapata,2017,10,33697.06,2429.01,0,0,36126.07,7235.2,0,0,43361.27,463.03,4579.47
201711,Emiliano Zapata,2017,11,76696.28,6074.09,0,0,82770.37,8824.9,0,0,91595.27,875.164,7827.45
201712,Emiliano Zapata,2017,12,118246.51,10074.94,0,0,128321.45,9804.9,0,0,138126.35,1348.146,12983.99
201713,Emiliano Zapata,2017,13,163979.99,14017.48,0,0,177997.47,11034.4,0,0,189031.87,1824.145,17332.79
201714,Emiliano Zapata,2017,14,204223.61,18474.98,0,0,222698.59,12085.7,0,0,234784.29,2306.891,21367.26
201715,Emiliano Zapata,2017,15,261041.67,31581.29,0,0,292622.96,0,0,0,292622.96,2811.87,23116.93
201716,Emiliano Zapata,2017,16,304238.5,38417.99,0,0,342656.49,0,0,0,342656.49,3278.497,33207.32
201717,Emiliano Zapata,2017,17,344895.35,45215.07,0,0,390110.42,0,0,0,390110.42,3730.341,46879.2
201718,Emiliano Zapata,2017,18,390130.37,51404.53,0,0,441534.9,0,0,0,441534.9,4259.074,59549.07
201719,Emiliano Zapata,2017,19,432588.33,57671.83,0,0,490260.16,0,0,0,490260.16,4741.719,68279.84
201720,Emiliano Zapata,2017,20,475545.42,62860.69,0,0,538406.11,0,0,0,538406.11,5222.167,82139
201721,Emiliano Zapata,2017,21,518202.33,68248.79,0,0,586451.12,0,0,0,586451.12,5728.931,91916.24
201722,Emiliano Zapata,2017,22,550459.37,73653.27,0,0,624112.64,0,0,0,624112.64,6083.901,98415.94
201723,Emiliano Zapata,2017,23,593440.88,80348.77,0,0,673789.65,0,0,0,673789.65,6535.493,111865.73
201724,Emiliano Zapata,2017,24,638395.42,85034.98,0,0,723430.4,0,0,0,723430.4,7025.094,111865.73
201725,Emiliano Zapata,2017,25,679354.13,90371.67,0,0,769725.8,2133.01,0,0,771858.81,7514.229,111865.73
201726,Emiliano Zapata,2017,26,719759.62,93862.93,0,0,813622.55,2133.01,0,0,815755.56,7957.157,139096.04
201727,Emiliano Zapata,2017,27,757456.97,97904.2,0,0,855361.17,2916.7,0,0,858277.87,8450.388,144898.22
201728,Emiliano Zapata,2017,28,798395.82,102931.52,0,0,901327.34,3319.5,0,0,904646.84,8966.482,153352.57
201729,Emiliano Zapata,2017,29,830170.81,108316.74,0,0,938487.55,3489.61,0,0,941977.16,9393.316,157183.58
201730,Emiliano Zapata,2017,30,866191.58,112228.12,0,0,978419.7,3554.97,0,0,981974.67,9868.175,159630.63
201731,Emiliano Zapata,2017,31,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201732,Emiliano Zapata,2017,32,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201733,Emiliano Zapata,2017,33,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201734,Emiliano Zapata,2017,34,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201735,Emiliano Zapata,2017,35,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201736,Emiliano Zapata,2017,36,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201737,Emiliano Zapata,2017,37,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201738,Emiliano Zapata,2017,38,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201739,Emiliano Zapata,2017,39,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
201740,Emiliano Zapata,2017,40,902824.48,115545.9,0,0,1018370.38,23521.85,0,20474.67,1062366.9,10730.53,159685.27
20178,Adolfo López Mateos,2017,8,26700.35,0,0,0,26700.35,0,0,0,26700.35,556.377,0
20179,Adolfo López Mateos,2017,9,62527.65,0,0,0,62527.65,0,0,108.5,62636.15,1099.972,0
201710,Adolfo López Mateos,2017,10,106239.57,0,0,0,106239.57,45.9,0,163.6,106449.07,1808.155,0
201711,Adolfo López Mateos,2017,11,160921.39,0,0,0,160921.39,137.9,0,739.9,161799.19,2765.713,0
201712,Adolfo López Mateos,2017,12,207053.4,80.37,0,0,207133.77,1146.8,790.54,1394.85,210465.96,3558.722,0
201713,Adolfo López Mateos,2017,13,248462.03,994.61,0,0,249456.64,1592.3,790.54,1394.85,253234.33,4150.561,0
201714,Adolfo López Mateos,2017,14,269916.25,1660.39,0,0,271576.64,1777.8,4277.09,1516.1,279147.63,4575.447,0
201715,Adolfo López Mateos,2017,15,344468.99,11232.47,0,707.45,356408.91,1689.49,7431.9,1944.09,367474.39,6439.57,0
201716,Adolfo López Mateos,2017,16,399295.94,13892.5,0,707.45,413895.89,2775.49,7431.9,2482.09,426585.37,7440.76,0
201717,Adolfo López Mateos,2017,17,460618.13,17666.2,0,1501.22,479785.55,3638.71,7431.9,2546.09,493402.25,8570.5,0
201718,Adolfo López Mateos,2017,18,516913.62,22387.13,0,1639.27,540940.02,4754.71,7431.9,2649.09,555775.72,9692.63,0
201719,Adolfo López Mateos,2017,19,576949.7,25797.44,0,2412.24,605159.38,6912.21,7431.9,3445.29,622948.78,10849.51,0
201720,Adolfo López Mateos,2017,20,632081.29,32212,0,3183.24,667476.53,7974.4,7431.9,4148.04,687030.87,11950.37,0
201721,Adolfo López Mateos,2017,21,686979.31,40398.68,0,4027.58,731405.57,9890.46,7431.9,4378.94,753106.87,13099.38,0
201722,Adolfo López Mateos,2017,22,742319.43,47530.53,0,5035.4,794885.36,10648.39,7431.9,4713.94,817679.59,14207.6,0
201723,Adolfo López Mateos,2017,23,799488.95,55460.06,0,5774.39,860723.4,11535.34,7431.9,5681.84,885372.48,15405.13,0
201724,Adolfo López Mateos,2017,24,854356.51,58443.03,0,5774.39,918573.93,12586.34,7431.9,6230.84,944823.01,16503.055,0
201725,Adolfo López Mateos,2017,25,909736.85,66391.36,0,5774.39,981902.6,13084.35,7431.9,7616.84,1010035.69,17668.447,0
201726,Adolfo López Mateos,2017,26,965166.98,73875.8,0,5774.39,1044817.17,13375.35,7431.9,8789.14,1074413.56,18819.56,0
201727,Adolfo López Mateos,2017,27,1015851.51,81492.03,0,5909.63,1103253.17,15529.35,7431.9,9077.39,1135291.81,19935.682,0
201728,Adolfo López Mateos,2017,28,1035446.53,86860.3,12361.22,6196.86,1140864.91,16327.425,9008.99,9460.34,1175661.665,20775.808,0
201729,Adolfo López Mateos,2017,29,1039039.68,93822.63,18116.21,6245.7,1157224.22,16582.425,28841.85,9600.84,1212249.335,21453.934,0
201730,Adolfo López Mateos,2017,30,2150908.14,203592.98,38352.82,12741.96,2405595.9,34288.85,75779.96,20628.08,2536292.79,45031.133,0
201731,Adolfo López Mateos,2017,31,1128417.71,108377.19,19176.41,6969.79,1262941.1,18246.665,38394.03,17724.54,1337306.335,23817.493,0
201732,Adolfo López Mateos,2017,32,1179528.7,116566.4,19176.41,7821.29,1323092.8,19157.295,39393.4,23224.43,1404867.925,25095.071,0
201733,Adolfo López Mateos,2017,33,1235201.02,123735.08,19176.41,7821.29,1385933.8,20319.295,41123.12,26781.65,1474157.865,26543.73,0
201734,Adolfo López Mateos,2017,34,1275929.2,129228.84,19176.41,7821.29,1432155.74,20948.295,41812.4,35651.55,1530567.985,27760.466,0
201735,Adolfo López Mateos,2017,35,1320627.1,136556.79,19176.41,7821.29,1484181.59,22041.795,43479.36,46234.685,1595937.43,29089.992,0
201736,Adolfo López Mateos,2017,36,1350860.13,139330.01,20295.08,7821.29,1518306.51,22320.295,44838.93,52010.385,1637476.12,30007.273,0
201737,Adolfo López Mateos,2017,37,1414210.84,146027.67,26652.3,8142.08,1595032.89,24251.345,44838.93,74447.775,1738570.94,32398.06,0
201738,Adolfo López Mateos,2017,38,1414210.84,146027.67,26652.3,8142.08,1595032.89,24251.345,44838.93,74447.775,1738570.94,32398.06,0
201739,Adolfo López Mateos,2017,39,1414210.84,146027.67,26652.3,8142.08,1595032.89,24251.345,44838.93,74447.775,1738570.94,32398.06,0
201740,Adolfo López Mateos,2017,40,1414210.84,146027.67,26652.3,8142.08,1595032.89,24251.345,44838.93,74447.775,1738570.94,32398.06,0
201712,El Refugio,2017,12,33518.97,0,0,0,33518.97,0,944.97,0,34463.94,0,0
201713,El Refugio,2017,13,58074.35,0,0,0,58074.35,0,1040.52,0,59114.87,857.279,0
201714,El Refugio,2017,14,82737.08,0,0,0,82737.08,0,1040.52,0,83777.6,1192.019,0
201715,El Refugio,2017,15,45123.76,0,0,0,45123.76,0,26825.63,0,71949.39,1003.637,0
201716,El Refugio,2017,16,64939.85,0,0,0,64939.85,0,32198.55,0,97138.4,1341.969,0
201717,El Refugio,2017,17,89038.59,0,0,0,89038.59,0,38121.5,0,127160.09,1744.628,0
201718,El Refugio,2017,18,116499.06,0,0,0,116499.06,0,39917.58,0,156416.64,2133.219,0
201719,El Refugio,2017,19,142974.41,0,0,0,142974.41,0,43731.4,0,186705.81,2526.414,0
201720,El Refugio,2017,20,167510.76,0,0,0,167510.76,0,45679.39,0,213190.15,2880.926,0
201721,El Refugio,2017,21,194486.6,0,0,0,194486.6,0,49557.42,0,244044.02,3289.332,0
201722,El Refugio,2017,22,220385.94,0,0,0,220385.94,0,54073.96,0,274459.9,3588.219,0
201723,El Refugio,2017,23,249681.03,0,0,0,249681.03,0,56447.76,0,306128.79,4023.215,0
201724,El Refugio,2017,24,277738.11,0,0,0,277738.11,0,3622.39,0,281360.5,3717.184,0
201725,El Refugio,2017,25,304232.38,0,0,0,304232.38,0,64320.92,0,368553.3,4904.309,0
201726,El Refugio,2017,26,332625.9,0,0,0,332625.9,0,70483.83,0,403109.73,5386.495,0
201727,El Refugio,2017,27,357759.73,0,0,0,357759.73,0,75465.88,0,433225.61,5815.327,0
201728,El Refugio,2017,28,382811.86,0,0,0,382811.86,0,82520.9,0,465332.76,6282.528,0
201729,El Refugio,2017,29,394725.7,0,0,0,394725.7,0,88842.54,0,483568.24,6554.727,0
201730,El Refugio,2017,30,419407.06,0,0,0,419407.06,0,117968.14,0,537375.2,7891.19,0
201731,El Refugio,2017,31,419407.06,0,0,0,419407.06,0,117968.14,0,537375.2,7891.19,0
201732,El Refugio,2017,32,419407.06,0,0,0,419407.06,0,117968.14,0,537375.2,7891.19,0
201733,El Refugio,2017,33,419407.06,0,0,0,419407.06,0,117968.14,0,537375.2,7891.19,0
